# DASYLab - V 12.00.01
# Worksheet name: Olympus AlfonsoX
# Recording date     : 27/04/2017, 17:50:34
# Block length       : 4
# Delta              : 0.333333 sec.
# Number of channels : 16
# Measurement time[s]	P0 [Pa]	P2 [Pa]	P3t [Pa]	P4t [Pa]	P5t [Pa]	P6t [Pa]	T2t [K]	T3t [K]	T4t1 [K]	T4t2 [K]	T5t1 [K]	T5t2 [K]	T8t [K]	Empuje [N]	fuel [kg*Hz]	aire [kg*Hz]	
0.0000000000	93163.3906250	91717.453125	211690.093750	203508.031250	114100.437500	113512.375000	295.394440	404.035645	944.071655	814.476685	777.150146	796.935425	707.994324	79.156693	0.004282	0.252421	
0.3333333333	92996.3437500	91550.328125	211479.750000	203837.156250	114108.382813	114981.750000	295.365295	404.388763	939.264343	815.590271	781.038391	798.540161	706.097290	79.215324	0.004267	0.252795	
0.6666666667	93598.5625000	92152.492188	212062.843750	203336.031250	114290.156250	115610.953125	295.163452	405.080353	943.836121	815.510254	778.328247	799.960815	705.271118	79.271881	0.004265	0.251226	
1.0000000000	93268.7890625	91822.796875	211930.593750	203319.750000	114145.585938	113602.312500	295.307434	404.330780	942.883179	818.146790	774.196411	798.167419	707.546509	79.270683	0.004259	0.252346	
1.3333333333	92999.6093750	91553.593750	211218.234375	203463.093750	113876.984375	115110.671875	295.350800	404.087036	936.551086	817.584534	778.490173	798.813904	707.553711	79.175262	0.004268	0.251585	
1.6666666667	93524.2656250	92078.117188	212125.468750	203611.062500	114471.867188	115669.531250	295.224396	404.812317	939.436584	817.211731	777.805176	801.158386	705.907959	79.187355	0.004275	0.252588	
2.0000000000	93350.3437500	91904.375000	211615.078125	204119.140625	114342.609375	114235.289063	295.366943	404.181793	941.174744	817.996948	773.584656	798.618652	706.669861	79.144829	0.004263	0.253158	
2.3333333333	93000.0000000	91553.890625	211305.609375	203319.468750	113625.828125	115003.898438	295.409760	403.818329	936.887451	816.180542	777.280273	799.619751	709.285278	79.014793	0.004263	0.250124	
2.6666666667	93447.7500000	92001.585938	211503.078125	203466.937500	114245.718750	115490.046875	295.284729	404.874084	936.846619	816.056824	777.027588	800.298218	705.651001	79.012856	0.004275	0.251726	
3.0000000000	93447.7031250	92001.726563	213859.250000	205475.156250	114713.585938	115209.695313	295.382324	404.341125	941.269226	817.925720	775.099854	800.542725	708.002441	79.171761	0.004339	0.254645	
3.3333333333	93000.2343750	91554.335938	217594.875000	208500.875000	114916.531250	116104.898438	295.415680	403.852753	944.427490	821.395203	783.394531	806.810181	710.449097	79.752922	0.004422	0.256738	
3.6666666667	93361.3906250	91915.242188	219681.625000	211194.468750	115385.414063	116650.164063	295.306335	406.018707	948.548279	820.581726	788.765442	812.499390	710.010315	80.692635	0.004455	0.256977	
4.0000000000	93529.7890625	92083.914063	220147.000000	212286.343750	116024.054688	116997.015625	295.349487	406.392548	943.798889	818.170044	785.280762	811.545654	712.509766	81.762825	0.004462	0.260368	
4.3333333333	93003.0234375	91557.187500	221585.640625	213344.937500	115736.789063	117065.726563	295.353088	406.061859	942.850769	816.670654	784.849609	811.557739	713.371277	82.997520	0.004514	0.261125	
4.6666666667	93285.9921875	91839.960938	222686.703125	214690.046875	116290.468750	117164.687500	295.226532	408.299744	946.802612	813.915833	784.526367	811.114685	710.788208	84.468330	0.004551	0.263191	
